Metabolite name	Local ID	Units	S00008979	S00008980	S00008981	S00008982	S00008983	S00008984	S00008985	S00008986	S00008987	S00008988	S00008989	S00008990	S00008991	S00008992	S00008993	S00008994	S00008995	S00008996	S00008997	S00008998	S00008999	S00009000	S00009001	S00009002	S00009003	S00009004	S00009005	S00009006	S00009007	S00009008
UNKNOWN 08236 BP *595.37975*, RT 4.11855	758550	Counts	22500529	21051625	23030606	15273133	19463063	25132840	25718989	24189174	15997440	21588268	25477574	23604364	19064507	26821024	22611218	24828107	21113527	21955818	18481991	17731322	25366714	29233075	22554829	23972127	31264091	27924195	10562732	12188992	10509932	35270629
UNKNOWN 08237 BP *551.35323*, RT 4.12285	758551	Counts	21564322	20104073	23207135	13948751	17996952	24386324	23310165	23216081	15141048	20720056	24651967	22774375	17898281	25933397	22113114	24177840	19520599	20819985	17751918	17351273	24735997	28758227	21759675	23505288	30490088	29813629	9881919	11413617	10127756	35474390
UNKNOWN 08239 BP *507.32525*, RT 4.12796	758553	Counts	18863156	17495591	19670171	11658513	15032106	21142920	21403715	20174965	12477445	17598906	22149475	18290401	15271129	22590698	19124978	20943725	17855840	17851100	15416856	14371146	21154477	25418077	18864050	20808798	27021934	26088842	9068287	9205119	8020268	32338165
UNKNOWN 08242 BP *530.31956*, RT 4.14227	758556	Counts	396430	468338			220585	443165	543503	385052	256313	357870	34310						112167													
UNKNOWN 08246 BP *518.52188*, RT 4.1881	758560	Counts	31341		23945	20924	25073	90952		30634	16290	29193	26823	29870	31632	49951	37616	99372	19323	16665		81166	145718	58793	70017	92184		30990	48708	91946	41123	59879
UNKNOWN 08247 BP *518.32045*, RT 4.1867	758561	Counts	5362187	6210117	6697696	2996565	2979049	6777900	7669788	6693325	3371761	5327248	2783518	4174185	2321423	6775115	4302652	6579115	5495134	4130157	4168116	4371450	6740951	9867534	5945969	9075022	12848775	13834790	3483956		4618515	14828190
UNKNOWN 08261 BP *155.06908*, RT 2.79063	758575	Counts	8473	18249	11108	24838		36674	19702	29974		11782	14850	11643	18012		18198	21382	24897	22326	20721		20442	15502	15875	23976	30315	28088	18230	46074	23871	14070
UNKNOWN 08265 BP *271.16698*, RT 2.82131	758579	Counts	11825		8409		12723	19471	25583	24732	9362	21104	19613			13320	24656	13844	19073			17841		18876				26646		25192	21884	
UNKNOWN 08267 BP *272.1855*, RT 2.82841	758581	Counts	78585	67524	48682	57523	57999	82311	56071	79094	75330	69040	76356	60643	66862	78310	67668	69918	59357	69696	77852	95858	67384	66348	66606	92924	88872	66897	81227	69908	67386	67009
UNKNOWN 08269 BP *356.26418*, RT 2.85388	758583	Counts	15909	24885	26493	18887	12763	27608	21986	45421	17847	14638	27634		31951	28583	7685	35307	23398	17476	18812	32552	25598	31355	12299	36195	31319	16672	6381			29550
UNKNOWN 08272 BP *335.1681*, RT 2.87906	758586	Counts	145098	175124	98608	146588	166803	164431	103621	180888	124099	132357	144363	100828	190089	130132	98818	140389	153296	140214	131323	161797	204509	181297	121289	138041	196067	109697	126519	151032		128316
